#	Flight direction	Block time	Airline	Aircraft code	Domestic/International	Passengers	Type
60	D	08:37:00	OTH	B737			Commercial
61	D	08:37:00	SW	B737			Commercial
62	D	08:37:00	XY	B737			Commercial
63	D	08:40:00	SV	320			Commercial
64	A	08:42:00	F3	A321			Commercial
65	A	08:49:00	F3	A321			Commercial
66	D	08:50:00	SV	320			Commercial
67	D	08:50:00	XY	32N			Commercial
68	D	08:55:00	XY	32N			Commercial
69	D	08:58:00	F3	A320			Commercial
70	A	09:03:00	F3	A321			Commercial
71	D	09:26:00	F3	A321			Commercial
72	D	09:33:00	F3	A321			Commercial
73	A	09:56:00	F3	A321			Commercial
74	A	10:10:00	F3	A321			Commercial
75	D	10:40:00	F3	A321			Commercial
76	A	11:00:00	F3	320			Commercial
77	A	11:05:00	XY	32N			Commercial
78	A	11:15:00	QR	320			Commercial
79	D	11:40:00	F3	320			Commercial
80	A	11:50:00	SV	320			Commercial
81	D	11:50:00	XY	32N			Commercial
82	A	12:15:00	FZ	7M8			Commercial
83	D	12:35:00	SV	320			Commercial
84	D	12:40:00	QR	320			Commercial
85	A	13:05:00	F3	320			Commercial
86	D	13:15:00	FZ	7M8			Commercial
87	A	13:17:00	F3	A350			Commercial
88	A	13:20:00	F3	320			Commercial
89	A	13:24:00	F3	A350			Commercial
90	A	13:35:00	SV	320			Commercial
91	D	13:45:00	F3	320			Commercial
92	D	13:47:00	F3	A350			Commercial
93	D	13:54:00	F3	A350			Commercial
94	D	14:00:00	F3	320			Commercial
95	D	14:01:00	F3	A350			Commercial
96	D	14:15:00	SV	320			Commercial
97	A	14:30:00	G9	320			Commercial
98	A	14:31:00	F3	A350			Commercial
99	A	14:35:00	XY	32N			Commercial
100	D	15:08:00	F3	A350			Commercial
101	A	15:20:00	SV	333			Commercial
102	D	15:20:00	G9	320			Commercial
103	D	15:20:00	XY	32N			Commercial
104	A	15:38:00	F3	A350			Commercial
105	A	15:40:00	SV	333			Commercial
106	D	16:05:00	SV	333			Commercial
107	D	16:15:00	F3	A350			Commercial
108	A	16:25:00	XY	32N			Commercial
109	A	16:30:00	XY	32N			Commercial
110	D	16:30:00	SV	333			Commercial
111	A	16:45:00	F3	A350			Commercial
112	A	17:00:00	F3	320			Commercial
113	A	17:05:00	F3	320			Commercial
114	A	17:06:00	F3	A350			Commercial
115	D	17:10:00	XY	32N			Commercial
116	A	17:13:00	F3	B737			Commercial
117	A	17:14:00	3L	B737			Commercial
118	A	17:14:00	5W	B737			Commercial
119	A	17:14:00	OTH	B737			Commercial
120	A	17:14:00	SW	B737			Commercial
121	A	17:14:00	XY	B737			Commercial
122	D	17:15:00	XY	32N			Commercial
123	D	17:22:00	F3	A350			Commercial
124	A	17:25:00	F3	320			Commercial
125	D	17:29:00	F3	A350			Commercial
126	D	17:36:00	F3	A350			Commercial
127	A	17:40:00	SV	330			Commercial
128	D	17:40:00	F3	320			Commercial
129	D	17:40:00	F3	320			Commercial
130	D	17:43:00	F3	B737			Commercial
131	D	17:44:00	3L	B737			Commercial
132	D	17:44:00	5W	B737			Commercial
133	D	17:44:00	OTH	B737			Commercial
134	D	17:44:00	SW	B737			Commercial
135	D	17:44:00	XY	B737			Commercial
136	A	17:52:00	F3	A350			Commercial
137	A	17:55:00	FZ	7M8			Commercial
138	A	17:59:00	F3	A350			Commercial
139	D	18:04:00	F3	B757			Commercial
140	D	18:05:00	F3	320			Commercial
141	D	18:11:00	F3	B787			Commercial
142	A	18:20:00	F3	320			Commercial
143	A	18:20:00	F3	B737			Commercial
144	A	18:27:00	F3	B757			Commercial
145	A	18:34:00	F3	B757			Commercial
146	D	18:35:00	SV	330			Commercial
147	A	18:41:00	F3	B787			Commercial
148	D	18:50:00	F3	B737			Commercial
149	D	18:55:00	FZ	7M8			Commercial
150	D	18:57:00	F3	B757			Commercial
151	D	19:05:00	F3	320			Commercial
152	A	19:10:00	SV	320			Commercial
153	D	19:18:00	F3	B787			Commercial
154	D	19:25:00	F3	B787			Commercial
155	A	19:48:00	F3	B787			Commercial
156	D	19:50:00	SV	320			Commercial
157	A	19:55:00	F3	B787			Commercial
158	A	20:00:00	F3	320			Commercial
159	A	20:02:00	F3	B787			Commercial
160	A	20:05:00	SV	320			Commercial
161	A	20:10:00	XY	32N			Commercial
162	D	20:32:00	F3	B787			Commercial
163	D	20:40:00	F3	320			Commercial
164	D	20:55:00	XY	32N			Commercial
165	D	21:00:00	SV	320			Commercial
166	A	21:09:00	F3	E190			Commercial
167	A	21:25:00	SV	333			Commercial
168	D	21:39:00	F3	E190			Commercial
169	A	21:50:00	SV	320			Commercial
170	A	21:50:00	E5	320			Commercial
171	D	22:15:00	SV	333			Commercial
172	D	22:30:00	SV	320			Commercial
173	A	22:35:00	F3	320			Commercial
174	A	22:45:00	F3	320			Commercial
175	D	22:50:00	E5	320			Commercial
176	D	23:15:00	F3	320			Commercial
177	D	23:25:00	F3	320			Commercial
178	A	23:40:00	SV	330			Commercial
